id,month,region_type,region_name,country,source,ns,s,dn_ds
2099,2020-07-01,GENE,E,India,ENA,7,4,0.5906250000000001
2100,2020-07-01,GENE,E,"Palestine, State of",ENA,3,1,1.0125000000000002
2101,2020-07-01,GENE,E,Philippines,ENA,1,1,0.3375
2102,2020-07-01,GENE,M,Brazil,ENA,4,5,0.2448
2103,2020-07-01,GENE,M,India,ENA,5,280,0.005464285714285714
2104,2020-07-01,GENE,M,"Palestine, State of",ENA,0,1,
2105,2020-07-01,GENE,M,Qatar,ENA,0,2,
2106,2020-07-01,GENE,M,Spain,ENA,3,141,0.0065106382978723405
2107,2020-07-01,GENE,M,United Kingdom,ENA,0,4,
2108,2020-07-01,GENE,M,United States,ENA,4,7,0.17485714285714285
2109,2020-07-01,GENE,N,Brazil,ENA,145,59,0.7324192516789247
2110,2020-07-01,GENE,N,India,ENA,307,46,1.9889520098441322
2111,2020-07-01,GENE,N,Italy,ENA,6,3,0.596037735849056
2112,2020-07-01,GENE,N,"Palestine, State of",ENA,23,16,0.42840212264150895
2113,2020-07-01,GENE,N,Philippines,ENA,36,24,0.447028301886792
2114,2020-07-01,GENE,N,Qatar,ENA,15,3,1.4900943396226398
2115,2020-07-01,GENE,N,Spain,ENA,249,68,1.091274972253051
2116,2020-07-01,GENE,N,Switzerland,ENA,2,1,0.596037735849056
2117,2020-07-01,GENE,N,United Kingdom,ENA,9,4,0.670542452830188
2118,2020-07-01,GENE,N,United States,ENA,109,36,0.9023349056603763
2119,2020-07-01,GENE,ORF10,Brazil,ENA,1,1,0.266666666666667
2120,2020-07-01,GENE,ORF10,India,ENA,1,5,0.0533333333333334
2121,2020-07-01,GENE,ORF10,Spain,ENA,136,1,36.266666666666715
2122,2020-07-01,GENE,ORF10,United States,ENA,9,2,1.2000000000000015
2123,2020-07-01,GENE,ORF1ab,Brazil,ENA,82,159,0.14233554842767296
2124,2020-07-01,GENE,ORF1ab,Ecuador,ENA,1,2,0.13799605
2125,2020-07-01,GENE,ORF1ab,India,ENA,1253,2335,0.14810197057815846
2126,2020-07-01,GENE,ORF1ab,Israel,ENA,1,4,0.068998025
2127,2020-07-01,GENE,ORF1ab,Italy,ENA,14,20,0.19319447
2128,2020-07-01,GENE,ORF1ab,"Palestine, State of",ENA,25,49,0.14081229591836736
2129,2020-07-01,GENE,ORF1ab,Philippines,ENA,37,53,0.19267373018867925
2130,2020-07-01,GENE,ORF1ab,Qatar,ENA,25,22,0.3136273863636364
2131,2020-07-01,GENE,ORF1ab,Spain,ENA,407,846,0.13277634125295507
2132,2020-07-01,GENE,ORF1ab,Switzerland,ENA,1,2,0.13799605
2133,2020-07-01,GENE,ORF1ab,United Kingdom,ENA,23,13,0.48829371538461547
2134,2020-07-01,GENE,ORF1ab,United States,ENA,359,385,0.2573536724675325
2135,2020-07-01,GENE,ORF3a,Brazil,ENA,13,3,1.2404166666666667
2136,2020-07-01,GENE,ORF3a,India,ENA,269,38,2.026348684210526
2137,2020-07-01,GENE,ORF3a,Spain,ENA,36,10,1.0305
2138,2020-07-01,GENE,ORF3a,United States,ENA,86,2,12.30875
2139,2020-07-01,GENE,ORF6,India,ENA,3,63,0.011547619047619048
2140,2020-07-01,GENE,ORF6,Spain,ENA,13,3,1.0508333333333333
2141,2020-07-01,GENE,ORF7a,India,ENA,14,37,0.11139904610492832
2142,2020-07-01,GENE,ORF7a,Spain,ENA,12,1,3.532941176470584
2143,2020-07-01,GENE,ORF7a,United States,ENA,6,6,0.294411764705882
2144,2020-07-01,GENE,ORF7b,Brazil,ENA,3,1,
2145,2020-07-01,GENE,ORF7b,Spain,ENA,0,1,
2146,2020-07-01,GENE,ORF7b,United States,ENA,1,1,
2147,2020-07-01,GENE,ORF8,Brazil,ENA,4,1,1.073684210526316
2148,2020-07-01,GENE,ORF8,India,ENA,108,12,2.415789473684211
2149,2020-07-01,GENE,ORF8,Spain,ENA,34,20,0.4563157894736843
2150,2020-07-01,GENE,ORF8,United States,ENA,49,2,6.576315789473687
2151,2020-07-01,GENE,S,Brazil,ENA,74,16,1.3122093023255808
2152,2020-07-01,GENE,S,India,ENA,748,320,0.6631976744186043
2153,2020-07-01,GENE,S,Philippines,ENA,26,3,2.4589147286821693
2154,2020-07-01,GENE,S,Qatar,ENA,16,1,4.539534883720928
2155,2020-07-01,GENE,S,Spain,ENA,425,79,1.526346776567559
2156,2020-07-01,GENE,S,United Kingdom,ENA,7,3,0.6620155038759687
2157,2020-07-01,GENE,S,United States,ENA,154,42,1.0403100775193794
2158,2020-08-01,GENE,E,India,ENA,6,3,0.675
2159,2020-08-01,GENE,E,Peru,ENA,0,1,
2160,2020-08-01,GENE,E,Spain,ENA,2,1,0.675
2161,2020-08-01,GENE,E,United Kingdom,ENA,3,4,0.25312500000000004
2162,2020-08-01,GENE,E,United States,ENA,2,2,0.3375
2163,2020-08-01,GENE,M,Brazil,ENA,0,1,
2164,2020-08-01,GENE,M,India,ENA,13,140,0.02841428571428571
2165,2020-08-01,GENE,M,Peru,ENA,3,5,0.18359999999999999
2166,2020-08-01,GENE,M,Poland,ENA,0,1,
2167,2020-08-01,GENE,M,Qatar,ENA,2,1,0.612
2168,2020-08-01,GENE,M,Spain,ENA,3,359,0.0025571030640668523
2169,2020-08-01,GENE,M,United Kingdom,ENA,10,122,0.025081967213114755
2170,2020-08-01,GENE,M,United States,ENA,1,25,0.01224
2171,2020-08-01,GENE,N,Brazil,ENA,38,14,0.8089083557951474
2172,2020-08-01,GENE,N,Denmark,ENA,3,1,0.894056603773584
2173,2020-08-01,GENE,N,India,ENA,313,27,3.4548113207547133
2174,2020-08-01,GENE,N,"Palestine, State of",ENA,18,18,0.298018867924528
2175,2020-08-01,GENE,N,Peru,ENA,99,58,0.5086873780091081
2176,2020-08-01,GENE,N,Poland,ENA,51,22,0.6908619210977693
2177,2020-08-01,GENE,N,Qatar,ENA,25,4,1.8626179245282999
2178,2020-08-01,GENE,N,Spain,ENA,471,76,1.8469327209533248
2179,2020-08-01,GENE,N,United Kingdom,ENA,531,244,0.6485574543767392
2180,2020-08-01,GENE,N,United States,ENA,179,60,0.8890896226415085
2181,2020-08-01,GENE,ORF10,India,ENA,8,7,0.3047619047619051
2182,2020-08-01,GENE,ORF10,Spain,ENA,354,1,94.40000000000012
2183,2020-08-01,GENE,ORF10,United Kingdom,ENA,53,9,1.5703703703703724
2184,2020-08-01,GENE,ORF10,United States,ENA,2,2,0.266666666666667
2185,2020-08-01,GENE,ORF1ab,Brazil,ENA,25,46,0.14999570652173913
2186,2020-08-01,GENE,ORF1ab,Denmark,ENA,0,6,
2187,2020-08-01,GENE,ORF1ab,India,ENA,764,1492,0.14132571340482575
2188,2020-08-01,GENE,ORF1ab,"Palestine, State of",ENA,22,47,0.12918779148936171
2189,2020-08-01,GENE,ORF1ab,Peru,ENA,193,142,0.37511602323943666
2190,2020-08-01,GENE,ORF1ab,Poland,ENA,81,95,0.23531958
2191,2020-08-01,GENE,ORF1ab,Qatar,ENA,53,51,0.2868153196078432
2192,2020-08-01,GENE,ORF1ab,Spain,ENA,826,1805,0.12629887789473687
2193,2020-08-01,GENE,ORF1ab,Switzerland,ENA,1,2,0.13799605
2194,2020-08-01,GENE,ORF1ab,United Kingdom,ENA,907,1054,0.23749984316888048
2195,2020-08-01,GENE,ORF1ab,United States,ENA,399,511,0.2155006808219178
2196,2020-08-01,GENE,ORF3a,Brazil,ENA,3,3,0.28625
2197,2020-08-01,GENE,ORF3a,Denmark,ENA,1,1,0.28625
2198,2020-08-01,GENE,ORF3a,India,ENA,190,15,3.6258333333333335
2199,2020-08-01,GENE,ORF3a,"Palestine, State of",ENA,8,2,1.145
2200,2020-08-01,GENE,ORF3a,Peru,ENA,10,6,0.47708333333333336
2201,2020-08-01,GENE,ORF3a,Spain,ENA,49,31,0.45245967741935483
2202,2020-08-01,GENE,ORF3a,United Kingdom,ENA,109,20,1.5600625
2203,2020-08-01,GENE,ORF3a,United States,ENA,109,4,7.8003124999999995
2204,2020-08-01,GENE,ORF6,India,ENA,3,19,0.038289473684210526
2205,2020-08-01,GENE,ORF6,Qatar,ENA,0,1,
2206,2020-08-01,GENE,ORF6,Spain,ENA,12,1,2.91
2207,2020-08-01,GENE,ORF6,United Kingdom,ENA,2,2,0.2425
2208,2020-08-01,GENE,ORF7a,India,ENA,5,11,0.13382352941176454
2209,2020-08-01,GENE,ORF7a,Peru,ENA,1,1,0.294411764705882
2210,2020-08-01,GENE,ORF7a,Spain,ENA,7,1,2.060882352941174
2211,2020-08-01,GENE,ORF7a,United Kingdom,ENA,21,18,0.3434803921568623
2212,2020-08-01,GENE,ORF7a,United States,ENA,4,5,0.2355294117647056
2213,2020-08-01,GENE,ORF7b,United Kingdom,ENA,1,19,
2214,2020-08-01,GENE,ORF8,Brazil,ENA,3,1,0.805263157894737
2215,2020-08-01,GENE,ORF8,India,ENA,120,6,5.36842105263158
2216,2020-08-01,GENE,ORF8,Peru,ENA,2,2,0.268421052631579
2217,2020-08-01,GENE,ORF8,Spain,ENA,38,187,0.05454545454545455
2218,2020-08-01,GENE,ORF8,United Kingdom,ENA,9,58,0.04165154264972778
2219,2020-08-01,GENE,ORF8,United States,ENA,44,11,1.073684210526316
2220,2020-08-01,GENE,S,Brazil,ENA,22,4,1.560465116279069
2221,2020-08-01,GENE,S,Denmark,ENA,4,1,1.134883720930232
2222,2020-08-01,GENE,S,India,ENA,470,226,0.5900391026960278
2223,2020-08-01,GENE,S,"Palestine, State of",ENA,11,1,3.120930232558138
2224,2020-08-01,GENE,S,Peru,ENA,84,33,0.7221987315010567
2225,2020-08-01,GENE,S,Poland,ENA,38,11,0.9801268498942912
2226,2020-08-01,GENE,S,Qatar,ENA,28,2,3.9720930232558125
2227,2020-08-01,GENE,S,Spain,ENA,904,28,9.160132890365444
2228,2020-08-01,GENE,S,United Kingdom,ENA,493,131,1.067743653470619
2229,2020-08-01,GENE,S,United States,ENA,172,28,1.742857142857142
2230,2020-09-01,GENE,E,Spain,ENA,14,6,0.7875000000000001
2231,2020-09-01,GENE,E,United Kingdom,ENA,9,61,0.04979508196721312
2232,2020-09-01,GENE,E,United States,ENA,3,5,0.2025
2233,2020-09-01,GENE,M,Brazil,ENA,0,2,
2234,2020-09-01,GENE,M,Poland,ENA,0,1,
2235,2020-09-01,GENE,M,Spain,ENA,8,715,0.0034237762237762236
2236,2020-09-01,GENE,M,United Kingdom,ENA,34,776,0.01340721649484536
2237,2020-09-01,GENE,M,United States,ENA,9,6,0.459
2238,2020-09-01,GENE,N,Bangladesh,ENA,3,1,0.894056603773584
2239,2020-09-01,GENE,N,Brazil,ENA,39,22,0.5283061749571177
2240,2020-09-01,GENE,N,India,ENA,2,1,0.596037735849056
2241,2020-09-01,GENE,N,Peru,ENA,27,25,0.3218603773584902
2242,2020-09-01,GENE,N,Poland,ENA,17,6,0.8443867924528292
2243,2020-09-01,GENE,N,Spain,ENA,971,168,1.7224780997304563
2244,2020-09-01,GENE,N,Turkey,ENA,4,1,1.192075471698112
2245,2020-09-01,GENE,N,United Kingdom,ENA,2522,1046,0.7185502723763475
2246,2020-09-01,GENE,N,United States,ENA,188,34,1.6478690344062135
2247,2020-09-01,GENE,ORF10,Spain,ENA,667,5,35.57333333333338
2248,2020-09-01,GENE,ORF10,United Kingdom,ENA,517,9,15.318518518518538
2249,2020-09-01,GENE,ORF10,United States,ENA,1,2,0.1333333333333335
2250,2020-09-01,GENE,ORF1ab,Bangladesh,ENA,5,4,0.344990125
2251,2020-09-01,GENE,ORF1ab,Brazil,ENA,38,39,0.2689153794871795
2252,2020-09-01,GENE,ORF1ab,India,ENA,4,7,0.15770977142857143
2253,2020-09-01,GENE,ORF1ab,Peru,ENA,65,53,0.3384808773584906
2254,2020-09-01,GENE,ORF1ab,Poland,ENA,15,22,0.18817643181818183
2255,2020-09-01,GENE,ORF1ab,Spain,ENA,1976,3521,0.15488792661175804
2256,2020-09-01,GENE,ORF1ab,Switzerland,ENA,0,1,
2257,2020-09-01,GENE,ORF1ab,Turkey,ENA,1,3,0.09199736666666668
2258,2020-09-01,GENE,ORF1ab,United Kingdom,ENA,3932,5674,0.19125853669369053
2259,2020-09-01,GENE,ORF1ab,United States,ENA,412,471,0.24141984118895968
2260,2020-09-01,GENE,ORF3a,Brazil,ENA,3,5,0.17174999999999999
2261,2020-09-01,GENE,ORF3a,Peru,ENA,9,2,1.2881250000000002
2262,2020-09-01,GENE,ORF3a,Poland,ENA,1,1,0.28625
2263,2020-09-01,GENE,ORF3a,Spain,ENA,185,85,0.623014705882353
2264,2020-09-01,GENE,ORF3a,United Kingdom,ENA,576,145,1.1371034482758622
2265,2020-09-01,GENE,ORF3a,United States,ENA,102,3,9.7325
2266,2020-09-01,GENE,ORF6,Spain,ENA,6,11,0.13227272727272726
2267,2020-09-01,GENE,ORF6,United Kingdom,ENA,13,12,0.2627083333333333
2268,2020-09-01,GENE,ORF6,United States,ENA,3,4,0.181875
2269,2020-09-01,GENE,ORF7a,Spain,ENA,21,3,2.060882352941174
2270,2020-09-01,GENE,ORF7a,United Kingdom,ENA,65,29,0.6598884381338733
2271,2020-09-01,GENE,ORF7a,United States,ENA,2,3,0.19627450980392133
2272,2020-09-01,GENE,ORF7b,Spain,ENA,6,2,
2273,2020-09-01,GENE,ORF7b,United Kingdom,ENA,122,49,
2274,2020-09-01,GENE,ORF8,Brazil,ENA,3,3,0.268421052631579
2275,2020-09-01,GENE,ORF8,Peru,ENA,1,2,0.1342105263157895
2276,2020-09-01,GENE,ORF8,Spain,ENA,61,314,0.05214549111632586
2277,2020-09-01,GENE,ORF8,United Kingdom,ENA,75,476,0.04229323308270678
2278,2020-09-01,GENE,ORF8,United States,ENA,35,10,0.9394736842105266
2279,2020-09-01,GENE,S,Brazil,ENA,19,9,0.5989664082687336
2280,2020-09-01,GENE,S,India,ENA,1,1,0.283720930232558
2281,2020-09-01,GENE,S,Peru,ENA,19,14,0.38504983388704306
2282,2020-09-01,GENE,S,Poland,ENA,7,4,0.49651162790697656
2283,2020-09-01,GENE,S,Spain,ENA,1688,127,3.7710309467130547
2284,2020-09-01,GENE,S,United Kingdom,ENA,2827,714,1.1233600416910945
2285,2020-09-01,GENE,S,United States,ENA,169,42,1.1416389811738643
2286,2020-10-01,GENE,E,Brazil,ENA,0,1,
2287,2020-10-01,GENE,E,Poland,ENA,0,2,
2288,2020-10-01,GENE,E,Spain,ENA,5,4,0.421875
2289,2020-10-01,GENE,E,United Kingdom,ENA,22,106,0.07004716981132075
2290,2020-10-01,GENE,E,United States,ENA,6,2,1.0125000000000002
2291,2020-10-01,GENE,M,Brazil,ENA,0,6,
2292,2020-10-01,GENE,M,Peru,ENA,0,6,
2293,2020-10-01,GENE,M,Poland,ENA,0,5,
2294,2020-10-01,GENE,M,South Africa,ENA,2,2,0.306
2295,2020-10-01,GENE,M,Spain,ENA,13,823,0.004833535844471446
2296,2020-10-01,GENE,M,Switzerland,ENA,0,8,
2297,2020-10-01,GENE,M,United Kingdom,ENA,65,1602,0.012415730337078651
2298,2020-10-01,GENE,M,United States,ENA,5,25,0.0612
2299,2020-10-01,GENE,N,Bangladesh,ENA,4,3,0.3973584905660373
2300,2020-10-01,GENE,N,Brazil,ENA,169,62,0.812341752891052
2301,2020-10-01,GENE,N,Peru,ENA,85,52,0.48714622641509375
2302,2020-10-01,GENE,N,Poland,ENA,59,24,0.7326297169811312
2303,2020-10-01,GENE,N,Spain,ENA,1099,134,2.4441995212616137
2304,2020-10-01,GENE,N,Switzerland,ENA,48,10,1.4304905660377343
2305,2020-10-01,GENE,N,United Kingdom,ENA,3036,987,0.9167024144061469
4920,2020-05-01,GENE,N,Ghana,GISAID,36,15,0.7152452830188671
2306,2020-10-01,GENE,N,United States,ENA,222,52,1.2723113207547156
2307,2020-10-01,GENE,ORF10,Brazil,ENA,0,1,
2308,2020-10-01,GENE,ORF10,Spain,ENA,752,2,100.2666666666668
2309,2020-10-01,GENE,ORF10,United Kingdom,ENA,1239,6,55.066666666666734
2310,2020-10-01,GENE,ORF10,United States,ENA,9,7,0.34285714285714325
2311,2020-10-01,GENE,ORF1ab,Bangladesh,ENA,9,10,0.24839289
2312,2020-10-01,GENE,ORF1ab,Brazil,ENA,130,192,0.18686965104166667
2313,2020-10-01,GENE,ORF1ab,Ecuador,ENA,3,5,0.16559526
2314,2020-10-01,GENE,ORF1ab,Malaysia,ENA,44,31,0.3917307225806452
2315,2020-10-01,GENE,ORF1ab,Peru,ENA,201,134,0.41398815000000005
2316,2020-10-01,GENE,ORF1ab,Poland,ENA,92,165,0.15388650424242425
2317,2020-10-01,GENE,ORF1ab,South Africa,ENA,39,28,0.3844175678571429
2318,2020-10-01,GENE,ORF1ab,Spain,ENA,2543,4211,0.1666701283068155
2319,2020-10-01,GENE,ORF1ab,Switzerland,ENA,42,136,0.08523285441176472
2320,2020-10-01,GENE,ORF1ab,Turkey,ENA,2,1,0.5519842
2321,2020-10-01,GENE,ORF1ab,United Kingdom,ENA,5638,8648,0.17993101986586496
2322,2020-10-01,GENE,ORF1ab,United States,ENA,590,644,0.25284990527950313
2323,2020-10-01,GENE,ORF3a,Bangladesh,ENA,1,1,0.28625
2324,2020-10-01,GENE,ORF3a,Brazil,ENA,14,12,0.33395833333333336
2325,2020-10-01,GENE,ORF3a,Malaysia,ENA,0,1,
2326,2020-10-01,GENE,ORF3a,Peru,ENA,19,4,1.3596875000000002
2327,2020-10-01,GENE,ORF3a,Poland,ENA,24,3,2.29
2328,2020-10-01,GENE,ORF3a,Spain,ENA,237,46,1.4748097826086957
2329,2020-10-01,GENE,ORF3a,Switzerland,ENA,15,3,1.43125
2330,2020-10-01,GENE,ORF3a,United Kingdom,ENA,685,288,0.6808376736111111
2331,2020-10-01,GENE,ORF3a,United States,ENA,136,12,3.2441666666666666
2332,2020-10-01,GENE,ORF6,Peru,ENA,2,2,0.2425
2333,2020-10-01,GENE,ORF6,Poland,ENA,0,2,
2334,2020-10-01,GENE,ORF6,Spain,ENA,4,10,0.097
2335,2020-10-01,GENE,ORF6,United Kingdom,ENA,23,32,0.174296875
2336,2020-10-01,GENE,ORF6,United States,ENA,0,3,
2337,2020-10-01,GENE,ORF7a,Brazil,ENA,5,3,0.49068627450980334
2338,2020-10-01,GENE,ORF7a,Peru,ENA,2,1,0.588823529411764
2339,2020-10-01,GENE,ORF7a,Spain,ENA,30,82,0.10771162123385926
2340,2020-10-01,GENE,ORF7a,United Kingdom,ENA,125,61,0.6033027965284466
2341,2020-10-01,GENE,ORF7a,United States,ENA,8,2,1.177647058823528
2342,2020-10-01,GENE,ORF7b,Brazil,ENA,0,1,
2343,2020-10-01,GENE,ORF7b,Peru,ENA,2,1,
2344,2020-10-01,GENE,ORF7b,Poland,ENA,0,3,
2345,2020-10-01,GENE,ORF7b,Spain,ENA,9,31,
2346,2020-10-01,GENE,ORF7b,United Kingdom,ENA,211,57,
2347,2020-10-01,GENE,ORF8,Brazil,ENA,5,17,0.07894736842105265
2348,2020-10-01,GENE,ORF8,Malaysia,ENA,0,8,
2349,2020-10-01,GENE,ORF8,Peru,ENA,1,8,0.033552631578947376
2350,2020-10-01,GENE,ORF8,South Africa,ENA,1,10,0.0268421052631579
2351,2020-10-01,GENE,ORF8,Spain,ENA,32,378,0.02272347535505431
2352,2020-10-01,GENE,ORF8,Switzerland,ENA,1,2,0.1342105263157895
2353,2020-10-01,GENE,ORF8,United Kingdom,ENA,101,1013,0.026762612355172244
2354,2020-10-01,GENE,ORF8,United States,ENA,72,5,3.8652631578947374
2355,2020-10-01,GENE,S,Brazil,ENA,123,16,2.1811046511627894
2356,2020-10-01,GENE,S,Ecuador,ENA,0,1,
2357,2020-10-01,GENE,S,Malaysia,ENA,20,8,0.7093023255813949
2358,2020-10-01,GENE,S,Peru,ENA,55,43,0.36289886425094625
2359,2020-10-01,GENE,S,Poland,ENA,74,13,1.615026833631484
2360,2020-10-01,GENE,S,South Africa,ENA,71,1,20.144186046511617
2361,2020-10-01,GENE,S,Spain,ENA,1989,147,3.838917892738489
2362,2020-10-01,GENE,S,Switzerland,ENA,7,3,0.6620155038759687
2363,2020-10-01,GENE,S,United Kingdom,ENA,4649,961,1.3725479757036025
2364,2020-10-01,GENE,S,United States,ENA,218,70,0.8835880398671092
2365,2020-11-01,GENE,E,Brazil,ENA,0,1,
2366,2020-11-01,GENE,E,Greece,ENA,0,4,
2367,2020-11-01,GENE,E,Poland,ENA,0,3,
2368,2020-11-01,GENE,E,Spain,ENA,6,7,0.2892857142857143
2369,2020-11-01,GENE,E,United Kingdom,ENA,36,128,0.09492187500000002
2370,2020-11-01,GENE,E,United States,ENA,4,2,0.675
2371,2020-11-01,GENE,M,Bangladesh,ENA,1,2,0.153
2372,2020-11-01,GENE,M,Brazil,ENA,1,3,0.102
2373,2020-11-01,GENE,M,Greece,ENA,0,7,
2374,2020-11-01,GENE,M,Poland,ENA,0,9,
2375,2020-11-01,GENE,M,South Africa,ENA,2,2,0.306
2376,2020-11-01,GENE,M,Spain,ENA,21,571,0.011253940455341506
2377,2020-11-01,GENE,M,Switzerland,ENA,0,4,
2378,2020-11-01,GENE,M,Turkey,ENA,0,3,
2379,2020-11-01,GENE,M,United Kingdom,ENA,93,2036,0.013977406679764244
2380,2020-11-01,GENE,M,United States,ENA,16,28,0.17485714285714285
2381,2020-11-01,GENE,N,Bangladesh,ENA,19,9,0.6291509433962258
2382,2020-11-01,GENE,N,Brazil,ENA,430,148,0.8658656297807231
2383,2020-11-01,GENE,N,Greece,ENA,12,5,0.7152452830188671
2384,2020-11-01,GENE,N,Mozambique,ENA,28,10,0.8344528301886783
2385,2020-11-01,GENE,N,Peru,ENA,4,1,1.192075471698112
2386,2020-11-01,GENE,N,Poland,ENA,19,7,0.8089083557951474
2387,2020-11-01,GENE,N,Spain,ENA,809,112,2.1526541442048495
2388,2020-11-01,GENE,N,Switzerland,ENA,34,17,0.596037735849056
2389,2020-11-01,GENE,N,Turkey,ENA,29,13,0.6648113207547163
2390,2020-11-01,GENE,N,United Kingdom,ENA,4979,1233,1.203435477206995
2391,2020-11-01,GENE,N,United States,ENA,325,73,1.3267963298009808
2392,2020-11-01,GENE,ORF10,Spain,ENA,524,2,69.86666666666676
2393,2020-11-01,GENE,ORF10,United Kingdom,ENA,1604,9,47.52592592592598
2394,2020-11-01,GENE,ORF1ab,Bangladesh,ENA,34,33,0.284355496969697
2395,2020-11-01,GENE,ORF1ab,Brazil,ENA,451,641,0.19418476926677067
2396,2020-11-01,GENE,ORF1ab,Greece,ENA,20,48,0.11499670833333335
2397,2020-11-01,GENE,ORF1ab,Mozambique,ENA,56,60,0.2575926266666667
2398,2020-11-01,GENE,ORF1ab,Peru,ENA,6,3,0.5519842
2399,2020-11-01,GENE,ORF1ab,Poland,ENA,64,125,0.1413079552
2400,2020-11-01,GENE,ORF1ab,South Africa,ENA,56,42,0.3679894666666667
2401,2020-11-01,GENE,ORF1ab,Spain,ENA,2048,2982,0.1895478942991281
2402,2020-11-01,GENE,ORF1ab,Switzerland,ENA,25,82,0.08414393292682928
2403,2020-11-01,GENE,ORF1ab,Turkey,ENA,20,29,0.19033937931034484
2404,2020-11-01,GENE,ORF1ab,United Kingdom,ENA,8885,12062,0.2032987737108274
2405,2020-11-01,GENE,ORF1ab,United States,ENA,884,882,0.2766179324263039
2406,2020-11-01,GENE,ORF3a,Bangladesh,ENA,7,5,0.40075
2407,2020-11-01,GENE,ORF3a,Brazil,ENA,36,12,0.85875
2408,2020-11-01,GENE,ORF3a,Greece,ENA,1,1,0.28625
2409,2020-11-01,GENE,ORF3a,Peru,ENA,0,1,
2410,2020-11-01,GENE,ORF3a,Poland,ENA,12,3,1.145
2411,2020-11-01,GENE,ORF3a,Spain,ENA,256,34,2.155294117647059
2412,2020-11-01,GENE,ORF3a,Switzerland,ENA,3,2,0.429375
2413,2020-11-01,GENE,ORF3a,United Kingdom,ENA,990,344,0.8238008720930232
2414,2020-11-01,GENE,ORF3a,United States,ENA,230,11,5.985227272727273
2415,2020-11-01,GENE,ORF6,Bangladesh,ENA,3,1,0.7275
2416,2020-11-01,GENE,ORF6,Brazil,ENA,17,1,4.1225
2417,2020-11-01,GENE,ORF6,Mozambique,ENA,0,4,
2418,2020-11-01,GENE,ORF6,Spain,ENA,15,8,0.45468749999999997
2419,2020-11-01,GENE,ORF6,United Kingdom,ENA,48,64,0.181875
2420,2020-11-01,GENE,ORF6,United States,ENA,2,2,0.2425
2421,2020-11-01,GENE,ORF7a,Brazil,ENA,1,3,0.09813725490196067
2422,2020-11-01,GENE,ORF7a,Greece,ENA,0,1,
2423,2020-11-01,GENE,ORF7a,Poland,ENA,1,1,0.294411764705882
2424,2020-11-01,GENE,ORF7a,Spain,ENA,27,11,0.7226470588235285
2425,2020-11-01,GENE,ORF7a,United Kingdom,ENA,145,85,0.502231833910034
2426,2020-11-01,GENE,ORF7a,United States,ENA,9,12,0.2208088235294115
2427,2020-11-01,GENE,ORF7b,Brazil,ENA,2,2,
2428,2020-11-01,GENE,ORF7b,Poland,ENA,0,4,
2429,2020-11-01,GENE,ORF7b,Spain,ENA,6,10,
2430,2020-11-01,GENE,ORF7b,Switzerland,ENA,0,6,
2431,2020-11-01,GENE,ORF7b,United Kingdom,ENA,197,76,
2432,2020-11-01,GENE,ORF7b,United States,ENA,5,1,
2433,2020-11-01,GENE,ORF8,Bangladesh,ENA,0,1,
2434,2020-11-01,GENE,ORF8,Brazil,ENA,9,68,0.03552631578947369
2435,2020-11-01,GENE,ORF8,Greece,ENA,0,5,
2436,2020-11-01,GENE,ORF8,Poland,ENA,1,1,0.268421052631579
2437,2020-11-01,GENE,ORF8,South Africa,ENA,2,15,0.03578947368421053
2438,2020-11-01,GENE,ORF8,Spain,ENA,81,267,0.08143110585452397
2439,2020-11-01,GENE,ORF8,United Kingdom,ENA,628,1162,0.14506748799710123
2440,2020-11-01,GENE,ORF8,United States,ENA,101,9,3.0122807017543867
2441,2020-11-01,GENE,S,Bangladesh,ENA,16,1,4.539534883720928
2442,2020-11-01,GENE,S,Brazil,ENA,345,21,4.66112956810631
2443,2020-11-01,GENE,S,Greece,ENA,9,6,0.42558139534883704
2444,2020-11-01,GENE,S,Mozambique,ENA,31,21,0.4188261351052047
2445,2020-11-01,GENE,S,Peru,ENA,3,1,0.8511627906976741
2446,2020-11-01,GENE,S,Poland,ENA,56,13,1.222182468694096
2447,2020-11-01,GENE,S,South Africa,ENA,113,2,16.030232558139527
2448,2020-11-01,GENE,S,Spain,ENA,1489,146,2.893564829563554
2449,2020-11-01,GENE,S,Turkey,ENA,8,3,0.7565891472868214
2450,2020-11-01,GENE,S,United Kingdom,ENA,7721,1245,1.7595255440366109
2451,2020-11-01,GENE,S,United States,ENA,311,53,1.6648530057042557
2452,2020-12-01,GENE,E,Peru,ENA,3,2,0.5062500000000001
2453,2020-12-01,GENE,E,Poland,ENA,0,2,
2454,2020-12-01,GENE,E,Spain,ENA,21,18,0.39375000000000004
2455,2020-12-01,GENE,E,Switzerland,ENA,0,1,
2456,2020-12-01,GENE,E,United Kingdom,ENA,41,43,0.3218023255813954
2457,2020-12-01,GENE,M,Bangladesh,ENA,3,9,0.102
2458,2020-12-01,GENE,M,Peru,ENA,2,17,0.036
2459,2020-12-01,GENE,M,Poland,ENA,0,3,
2460,2020-12-01,GENE,M,Spain,ENA,43,982,0.013399185336048879
2461,2020-12-01,GENE,M,Switzerland,ENA,0,2,
2462,2020-12-01,GENE,M,United Kingdom,ENA,146,698,0.06400573065902579
2463,2020-12-01,GENE,M,United States,ENA,4,58,0.02110344827586207
2464,2020-12-01,GENE,N,Australia,ENA,6,1,1.788113207547168
2465,2020-12-01,GENE,N,Bangladesh,ENA,54,30,0.5364339622641503
